"","ENSG_id","logFC","adj.P.Val","logrank.pvalue","beta","HR","CI","wald.test","HR.pvalue","Symbol"
"307","ENSG00000269867.1",0.736746527442185,4.12700902192768e-13,0.159719360100034,0.091,1.1," (0.862-1.39)",0.55,0.456,"CTD-2583A14.8"
"308","ENSG00000269888.1",-0.326373990219723,0.038821532692159,0.251796703887596,-0.0055,0.99," (0.888-1.11)",0.01,0.924,"RP11-3P17.5"
"309","ENSG00000269899.1",1.55374177111742,4.94913614875912e-10,0.439463484866672,-0.063,0.94," (0.822-1.07)",0.86,0.355,"RP11-589N15.2"
"310","ENSG00000269910.1",-0.817217389691099,4.93051492508297e-15,0.0276530284902914,0.0067,1," (0.875-1.16)",0.01,0.925,"RP11-73M18.10"
"311","ENSG00000269936.3",-5.74575764324853,4.48639092552811e-115,0.045596281285142,0.11,1.1," (0.974-1.28)",2.5,0.114,"RP11-394O4.5"
"312","ENSG00000269940.1",-0.515297395381213,2.02374193711341e-08,0.308044470463902,0.017,1," (0.925-1.12)",0.12,0.731,"RP11-73M18.7"
"313","ENSG00000269958.1",-0.51605037871541,9.68715065859811e-08,0.958643423486592,0.034,1," (0.732-1.46)",0.04,0.847,"RP11-73M18.8"
"314","ENSG00000270010.1",0.948731994295244,1.69496646295533e-10,0.432467414765538,0.052,1.1," (0.9-1.23)",0.42,0.517,"CTD-2132N18.4"
"315","ENSG00000270015.1",-0.988559777614735,1.36764924339401e-22,0.0663411917021641,0.33,1.4," (1.05-1.85)",5.23,0.0222,"RP11-540B6.6"
"316","ENSG00000270039.1",-0.51541541926073,6.24604586563051e-09,0.704244587230704,0.002,1," (0.854-1.18)",0,0.981,"RP11-571M6.17"
"317","ENSG00000270069.1",-0.206460532463591,0.0954878577166382,0.0705398922160698,0.13,1.1," (0.964-1.35)",2.33,0.127,"MIR222HG"
"318","ENSG00000270157.1",0.00847445477243525,0.933096167489048,0.691348849050288,0.049,1," (0.885-1.25)",0.31,0.577,"RP5-894A10.6"
"319","ENSG00000270189.1",-1.03503103356733,8.55541924943298e-19,0.332808766131141,0.12,1.1," (0.937-1.35)",1.59,0.207,"RP11-258C19.7"
"320","ENSG00000270673.1",0.371577165535235,5.54918077312716e-05,0.454998982176079,0.045,1," (0.863-1.27)",0.21,0.644,"YTHDF3-AS1"
"321","ENSG00000270696.1",0.548192633444823,3.97600150277674e-11,0.6272218183067,-0.013,0.99," (0.743-1.31)",0.01,0.928,"RP11-342K6.1"
"322","ENSG00000270761.1",1.54814906800382,8.09204744127625e-16,0.10689317125709,0.075,1.1," (0.869-1.34)",0.47,0.493,"RP11-385F7.1"
"323","ENSG00000270933.1",1.51876729755557,9.2020681280891e-16,0.321972006351028,0.061,1.1," (0.922-1.23)",0.71,0.4,"CTD-2227E11.1"
"324","ENSG00000271020.1",1.73755195852983,1.78544564095033e-26,0.462265572622571,-0.019,0.98," (0.868-1.11)",0.09,0.763,"RP11-10C24.1"
"325","ENSG00000271122.1",-0.0204323962072697,0.817793831592778,0.399093687668213,0.14,1.1," (0.862-1.52)",0.87,0.35,"RP11-379H18.1"
"326","ENSG00000271430.1",-0.688293742580159,3.79686845541299e-10,0.892226808882065,0.064,1.1," (0.905-1.26)",0.59,0.443,"RP3-368A4.5"
"327","ENSG00000271533.1",-1.15224646559827,1.0638225217358e-19,0.730284661934583,0.022,1," (0.882-1.18)",0.08,0.772,"RP3-368A4.6"
"328","ENSG00000271643.1",1.32680146720038,1.13371400706407e-28,0.441340718818987,-0.12,0.89," (0.687-1.16)",0.75,0.386,"RP11-10C24.3"
"329","ENSG00000271737.1",0.161802935322864,0.117742662786284,0.448869290014216,-0.078,0.92," (0.779-1.1)",0.81,0.369,"CTB-113I20.2"
"330","ENSG00000271780.1",-0.266930796425163,0.00299019982706318,0.450306013546815,0.19,1.2," (0.939-1.57)",2.19,0.139,"RP11-1017G21.5"
"331","ENSG00000271824.1",1.023450589287,0.00118849104514187,0.788460174152469,0.0084,1," (0.94-1.08)",0.05,0.815,"AC009014.3"
"332","ENSG00000271869.1",0.108187797748492,0.315435850179822,0.405180702132876,-0.045,0.96," (0.838-1.09)",0.46,0.498,"RP11-51J9.5"
"333","ENSG00000271870.1",-0.976451041875581,2.18964207952701e-18,0.181312192394715,0.14,1.2," (0.924-1.43)",1.57,0.211,"RP11-97C16.1"
"334","ENSG00000271895.2",-2.22749231863945,2.45572719727199e-63,0.63197347970925,0.033,1," (0.859-1.25)",0.12,0.725,"RP4-635E18.8"
"335","ENSG00000271971.1",-0.444467928015645,3.39781605010919e-05,0.104825178718297,0.026,1," (0.857-1.23)",0.08,0.778,"CTD-2006H14.2"
"336","ENSG00000271976.1",-0.000324668858053934,0.996921465169805,0.795521828700151,-0.06,0.94," (0.681-1.3)",0.13,0.718,"RP11-884K10.7"
"337","ENSG00000272009.1",1.20827771664542,1.85838077554283e-31,0.746166264899995,0.16,1.2," (0.878-1.56)",1.15,0.283,"RP1-313I6.12"
"338","ENSG00000272010.1",-0.317188658101591,0.00456339274936557,0.8780497327384,-0.034,0.97," (0.882-1.06)",0.52,0.472,"CTD-3025N20.3"
"339","ENSG00000272079.2",2.20152180802766,2.32333889158212e-23,0.496970178307737,-0.044,0.96," (0.822-1.12)",0.31,0.576,"LA16c-380H5.5"
"340","ENSG00000272086.1",-0.268507484033851,0.00687158251932349,0.276095937181377,0.02,1," (0.818-1.27)",0.03,0.861,"CTD-2186M15.3"
"341","ENSG00000272106.1",-1.30631585907578,5.15140431641177e-43,0.538875784951111,0.085,1.1," (0.782-1.52)",0.25,0.616,"RP11-345P4.9"
"342","ENSG00000272141.1",2.93306006889818,4.14710978184422e-20,0.881940386280529,0.075,1.1," (0.911-1.28)",0.77,0.381,"RP11-465B22.8"
"343","ENSG00000272153.1",-1.32657967250795,2.52023975045528e-33,0.639185596593929,0.11,1.1," (0.919-1.35)",1.22,0.27,"RP1-286D6.5"
"344","ENSG00000272189.1",4.53820121536098,1.96235292266168e-73,0.931050897832813,-0.076,0.93," (0.716-1.2)",0.34,0.562,"RP3-325F22.5"
"345","ENSG00000272221.1",-1.25027352263844,3.70791446349689e-26,0.242550175587358,-0.081,0.92," (0.795-1.07)",1.16,0.282,"XXbac-BPG181B23.7"
"346","ENSG00000272301.1",0.354573524658808,0.0144769581770482,0.232036716059923,0.05,1.1," (0.936-1.18)",0.7,0.401,"RP11-111M22.4"
"347","ENSG00000272335.1",-0.0859885632810755,0.356168135200729,0.383375346174349,0.077,1.1," (0.849-1.38)",0.39,0.531,"RP11-53O19.3"
"348","ENSG00000272338.2",-0.453458895021293,2.46836339609212e-06,0.512230317573407,0.022,1," (0.887-1.18)",0.09,0.765,"RP11-722E23.2"
"349","ENSG00000272405.1",4.54751513695911,7.42095223584923e-88,0.313805496375064,0.028,1," (0.846-1.25)",0.08,0.775,"RP11-284F21.10"
"350","ENSG00000272449.1",0.161296444872947,0.196039730780554,0.198317960151645,0.2,1.2," (0.995-1.51)",3.64,0.0563,"RP3-395M20.12"
"351","ENSG00000272455.1",-0.374411106106002,0.000198339811575363,0.551203652850509,0.16,1.2," (0.903-1.51)",1.42,0.234,"RP4-758J18.13"
"352","ENSG00000272502.1",3.49947837008825,5.75864930038506e-115,0.131884977400559,0.084,1.1," (0.941-1.26)",1.29,0.256,"RP11-713M15.2"
"353","ENSG00000272523.1",-0.479081262191129,6.45196401984723e-06,0.0172595180156677,0.15,1.2," (0.943-1.43)",1.97,0.16,"LINC01023"
"354","ENSG00000272556.1",0.520516130243149,8.59333910857082e-06,0.288369909282198,0.13,1.1," (0.993-1.3)",3.44,0.0638,"RP11-638I8.1"
"355","ENSG00000272579.1",-0.416490160846679,5.27564358626255e-05,0.205620499650998,0.0041,1," (0.849-1.19)",0,0.962,"RP11-101E13.5"
"356","ENSG00000272599.2",0.572205886308332,1.26924172489559e-08,0.844681608675749,0.13,1.1," (0.922-1.41)",1.47,0.225,"RP11-152N13.16"
"357","ENSG00000272644.1",0.0953440179170661,0.378422940033759,0.629507734614181,-0.052,0.95," (0.747-1.21)",0.18,0.668,"RP11-33O4.1"
"358","ENSG00000272645.2",-0.694455662296223,5.57361603531697e-10,0.0626437323417612,0.21,1.2," (1-1.51)",4.01,0.0451,"RP11-504P24.8"
"359","ENSG00000272667.1",-0.777406785051901,1.23099371214479e-16,0.24118214894447,0.29,1.3," (0.994-1.79)",3.69,0.0547,"RP11-395A13.2"
"360","ENSG00000272669.1",-0.907984546544399,2.41608073808178e-15,0.180741827831628,0.19,1.2," (0.991-1.48)",3.49,0.0617,"RP3-508I15.21"
"361","ENSG00000272686.1",-0.296303169215704,0.000992843124134625,0.810626030759513,-0.013,0.99," (0.75-1.3)",0.01,0.927,"RP11-390E23.6"
"362","ENSG00000272720.1",-0.67498290249166,1.69826046978195e-08,0.483145420466918,0.14,1.1," (0.951-1.38)",2.06,0.152,"CTA-228A9.3"
"363","ENSG00000272760.1",-0.808628664778422,2.21699193258386e-17,0.69575468132344,0.015,1," (0.826-1.25)",0.02,0.887,"RP11-5C23.1"
"364","ENSG00000272763.1",4.72367413222256,2.27748706282593e-45,0.447789243174941,-0.037,0.96," (0.841-1.1)",0.29,0.591,"RP11-357H14.17"
"365","ENSG00000272821.1",-0.0521444115441589,0.616989444547029,0.434793363804893,0.22,1.2," (0.96-1.62)",2.74,0.0978,"CTA-384D8.36"
"366","ENSG00000272842.1",-0.580388698719092,3.04350122018108e-08,0.86836026426917,0.019,1," (0.918-1.13)",0.12,0.724,"RP11-513M16.7"
"367","ENSG00000272849.1",-1.95924235055722,1.04830442360269e-45,0.116263020498166,0.19,1.2," (0.999-1.47)",3.8,0.0511,"RP11-347I19.8"
"368","ENSG00000272913.1",-0.231855190614459,0.152230914732729,0.197128805901474,0.087,1.1," (0.996-1.2)",3.53,0.0603,"RP11-440D17.3"
"369","ENSG00000272990.1",-1.36584961631183,4.02466783836774e-32,0.394057059750382,0.048,1," (0.915-1.2)",0.48,0.491,"RP11-305K5.1"
"370","ENSG00000273014.1",0.429607062580062,9.85009803073773e-06,0.317819848551877,0.017,1," (0.877-1.18)",0.05,0.82,"RP11-225B17.2"
"371","ENSG00000273015.2",-0.756048764728551,3.20551967238451e-19,0.403310449727691,0.13,1.1," (0.807-1.6)",0.53,0.466,"RP11-352M15.2"
"372","ENSG00000273055.1",-1.89024362683696,1.70648470548656e-43,0.277733695984516,0.14,1.1," (0.968-1.36)",2.51,0.113,"CTB-13F3.1"
"373","ENSG00000273058.2",-1.09268933169988,6.307377463866e-27,0.0154439801638373,0.15,1.2," (0.908-1.5)",1.45,0.229,"RP11-385F5.5"
"374","ENSG00000273084.1",0.885579728341383,1.83999845975263e-21,0.630726483178264,0.069,1.1," (0.877-1.31)",0.45,0.501,"RP11-1275H24.3"
"375","ENSG00000273137.1",-2.11466131256377,4.97186394328758e-49,0.049051767305723,0.22,1.2," (1.03-1.51)",4.89,0.027,"RP3-402G11.28"
"376","ENSG00000273142.1",-0.604277888651564,5.14314540517685e-08,0.0277529885789484,0.22,1.3," (1.03-1.52)",5.07,0.0243,"RP11-458F8.4"
"377","ENSG00000273145.1",0.61510266240767,2.65067820311664e-11,0.539533557320869,0.052,1.1," (0.8-1.39)",0.14,0.713,"CITF22-92A6.1"
"378","ENSG00000273151.1",-0.338955179068689,0.00209976455760546,0.0468690485967154,0.2,1.2," (1.02-1.46)",4.92,0.0265,"RP11-449P15.2"
"379","ENSG00000273179.1",-1.81420534581407,3.0735218546388e-30,0.515951710899665,0.16,1.2," (1-1.39)",3.87,0.0491,"RP11-20I20.4"
"380","ENSG00000273226.1",-0.357829763740551,0.000186900296704057,0.563454790640386,0.049,1," (0.868-1.27)",0.25,0.617,"RP11-513M16.8"
"381","ENSG00000273271.1",-0.790727985879597,1.07186507798106e-16,0.50867179308486,0.056,1.1," (0.885-1.26)",0.38,0.539,"AP000254.8"
"382","ENSG00000273314.1",0.680539799297494,5.97429578493407e-17,0.182312792974559,0.21,1.2," (0.903-1.68)",1.74,0.188,"RP5-1136G13.2"
"383","ENSG00000273344.1",0.0939361725775982,0.335176431280678,0.268736185062761,0.25,1.3," (0.962-1.72)",2.89,0.089,"PAXIP1-AS1"
"384","ENSG00000273373.1",-1.28991307690147,2.12924055418329e-26,0.209615888220024,0.11,1.1," (0.942-1.33)",1.64,0.201,"RP5-1074L1.4"
"385","ENSG00000273437.1",-1.33324204444803,2.60213533943893e-24,0.00909397088301929,0.19,1.2," (0.974-1.51)",2.99,0.0837,"RP11-434H6.7"
"386","ENSG00000273456.1",-0.692892638114858,2.9326083935978e-11,0.464337470582404,0.27,1.3," (1.03-1.66)",4.91,0.0267,"RP11-686O6.2"
"387","ENSG00000273478.1",0.355773003117489,0.00160475059741651,0.166500499800434,0.12,1.1," (0.883-1.44)",0.92,0.337,"RP11-465N4.5"
"388","ENSG00000273568.1",2.0846825841889,5.13193386677011e-34,0.307747724893721,0.017,1," (0.829-1.25)",0.03,0.87,"RP11-417L19.6"
"389","ENSG00000273576.1",-1.00297663436621,5.17353477818728e-20,0.167555008735827,0.19,1.2," (0.978-1.49)",3.07,0.0799,"RP11-390P24.1"
"390","ENSG00000273619.1",0.314532549156519,0.00162634218700153,0.120068572967496,0.12,1.1," (0.931-1.36)",1.5,0.221,"RP5-908M14.9"
"391","ENSG00000273723.1",-0.00929387175792525,0.940559675784166,0.193865085345013,0.085,1.1," (0.918-1.29)",0.95,0.33,"RP11-93H24.3"
"392","ENSG00000273759.1",-0.236655082302676,0.0437834004376801,0.324609398581644,0.028,1," (0.904-1.17)",0.18,0.671,"RP4-563E14.1"
"393","ENSG00000273893.1",0.414122651630781,1.92618966264641e-05,0.971820531994164,-0.052,0.95," (0.809-1.12)",0.4,0.528,"RP1-101A2.1"
"394","ENSG00000274104.1",-0.0265184390088595,0.791600826344901,0.6574547044885,0.041,1," (0.836-1.3)",0.13,0.715,"CTD-2553L13.10"
"395","ENSG00000274173.1",4.85246194264053,5.21506644752345e-51,0.89262417641664,0.0066,1," (0.852-1.19)",0.01,0.938,"RP4-568C11.4"
"396","ENSG00000274213.1",1.08403984231959,2.2587133713994e-12,0.517263592757762,0.025,1," (0.877-1.2)",0.1,0.755,"RP11-670E13.6"
"397","ENSG00000274272.1",-1.25435516723816,1.66417092992701e-28,0.00961159076541463,0.44,1.5," (1.19-2.01)",10.5,0.00122,"RP11-44M6.7"
"398","ENSG00000274383.1",-0.48798632823925,0.000608607384957717,0.0190405241417102,0.11,1.1," (0.987-1.27)",3.11,0.0778,"CTD-2017F17.2"
"399","ENSG00000274561.1",-1.06399501569607,5.53799716105326e-25,0.65837610576748,0.026,1," (0.889-1.18)",0.13,0.722,"RP11-147L13.12"
"400","ENSG00000274605.1",1.29617743010484,5.59860302084983e-32,0.609955879907197,-0.058,0.94," (0.735-1.21)",0.2,0.651,"RP11-12G12.7"
"401","ENSG00000274828.1",-1.22376384040557,1.39212797594332e-37,0.415738775153817,0.017,1," (0.767-1.35)",0.01,0.904,"RP11-567M16.6"
"402","ENSG00000274993.1",1.03994397194533,0.000273857360034682,0.672409686567958,-0.03,0.97," (0.864-1.09)",0.25,0.619,"RP11-395B7.2"
"403","ENSG00000275180.1",-1.54226252373703,1.40658726279454e-29,0.178377106181776,0.099,1.1," (0.939-1.3)",1.43,0.232,"RP11-631N16.4"
"404","ENSG00000275202.1",0.819571598959549,6.49129997624896e-19,0.0816624016906872,-0.038,0.96," (0.783-1.18)",0.13,0.717,"RP11-156K23.3"
"405","ENSG00000275234.1",3.2067737835096,6.40065637484446e-40,0.8165636540352,0.042,1," (0.771-1.41)",0.07,0.786,"CTD-2396E7.11"
"406","ENSG00000275494.1",-1.51265241021129,6.44779405272773e-42,0.164167422087404,0.057,1.1," (0.877-1.28)",0.35,0.554,"RP11-266L9.8"
"407","ENSG00000275560.1",0.106809771379707,0.37698618529289,0.512252454025966,0.028,1," (0.884-1.2)",0.13,0.72,"RP11-180M15.7"
"408","ENSG00000275580.1",-0.27312428460193,0.00412950937258437,0.297606207099061,0.059,1.1," (0.9-1.25)",0.49,0.483,"RP11-295H24.4"
"409","ENSG00000275632.1",0.564360684401032,6.34143544260871e-09,0.549387605168119,0.054,1.1," (0.913-1.22)",0.54,0.464,"RP5-967N21.11"
"410","ENSG00000275764.1",-0.807581031018852,1.51521401337885e-17,0.509498280444349,0.021,1," (0.815-1.28)",0.03,0.857,"RP11-582E3.6"
"411","ENSG00000275888.1",-2.20764642065357,2.75745215578739e-52,0.00573560405367602,0.2,1.2," (1.01-1.48)",4.45,0.0348,"RP13-516M14.10"
"412","ENSG00000275964.1",0.395116508465759,9.56038139155846e-05,0.952447760190963,0.13,1.1," (0.922-1.41)",1.48,0.223,"RP11-61K9.3"
"413","ENSG00000276529.1",0.137554037572255,0.207881465492602,0.0368446696057202,0.33,1.4," (1.09-1.76)",7.13,0.00758,"AP001505.10"
"414","ENSG00000276718.1",-1.11186411013338,1.44352119294316e-25,0.118336156357834,0.08,1.1," (0.89-1.32)",0.63,0.426,"RP1-102E24.10"
"415","ENSG00000276855.1",-2.10329557365935,6.31978921624036e-53,0.204092824368664,-0.031,0.97," (0.871-1.08)",0.33,0.563,"CTD-3157E16.2"
"416","ENSG00000276952.1",-1.18333170751428,3.47968549882331e-17,0.258958632671948,-0.0077,0.99," (0.898-1.1)",0.02,0.879,"RP5-965G21.6"
"417","ENSG00000277283.1",-0.14409545143814,0.0911603310396917,0.427032604689589,-0.0052,0.99," (0.735-1.35)",0,0.973,"RP1-267D11.6"
"418","ENSG00000277496.1",1.02070728691203,4.28563067978757e-19,0.649540464098707,0.012,1," (0.834-1.23)",0.01,0.904,"RP11-93B14.9"
"419","ENSG00000277639.1",2.6997271983335,2.08810605268868e-34,0.162182990899997,0.011,1," (0.91-1.12)",0.05,0.832,"RP11-295M3.4"
"420","ENSG00000277782.1",-0.0487032901405179,0.676674830412693,0.0775862945727438,0.12,1.1," (0.941-1.35)",1.7,0.193,"RP11-775C24.5"
"421","ENSG00000277879.1",-0.193161460647286,0.0758046003751746,0.0200633394691064,-0.16,0.85," (0.709-1.03)",2.82,0.0932,"RP11-129M16.4"
"422","ENSG00000277969.1",-0.00351908865098854,0.967466975264344,0.680437989648199,0.067,1.1," (0.789-1.45)",0.18,0.668,"CTB-58E17.1"
"423","ENSG00000277978.1",0.329631698547096,0.00401660044413688,0.724408599989987,0.1,1.1," (0.901-1.36)",0.93,0.335,"RP11-403P17.6"
"424","ENSG00000278133.1",-0.372400523417084,0.000197627997629594,0.182695735017699,0.15,1.2," (0.801-1.7)",0.65,0.421,"RP11-196G11.5"
"425","ENSG00000278192.1",3.57850064386826,2.62498935618808e-50,0.124806811843241,0.18,1.2," (0.993-1.43)",3.54,0.0598,"RP5-1056H1.2"
"426","ENSG00000278600.1",-1.26539884079011,1.91819470288974e-35,0.203010398441744,0.26,1.3," (1.02-1.64)",4.38,0.0363,"RP11-81A1.6"
"427","ENSG00000278730.1",-0.300882911993696,0.00142940640674207,0.240825682736076,-0.14,0.87," (0.64-1.17)",0.87,0.352,"RP11-147L13.11"
"428","ENSG00000278768.1",-0.905504868998631,1.01465399097187e-18,0.0447838050742378,0.23,1.3," (0.925-1.71)",2.14,0.143,"BACE1-AS"
"429","ENSG00000278784.1",-1.53460608497092,2.77064964523398e-50,0.192933167104092,0.19,1.2," (0.88-1.65)",1.35,0.246,"RP11-468E2.11"
"430","ENSG00000278834.1",0.225332826831551,0.00871857314197454,0.547111154852083,0.036,1," (0.791-1.36)",0.07,0.796,"RP11-458J1.1"
"431","ENSG00000278876.1",0.253764766142213,0.27844651350857,0.126488074676709,0.068,1.1," (0.945-1.21)",1.15,0.283,"RP11-498C9.4"
"432","ENSG00000278922.1",-0.500596340559001,1.63675427943653e-08,0.225183648087809,0.24,1.3," (0.965-1.67)",2.91,0.0882,"AC002310.14"
"433","ENSG00000278970.1",-0.628292717820564,3.37465991115473e-10,0.0971124873778148,0.25,1.3," (0.867-1.91)",1.56,0.211,"HEIH"
"434","ENSG00000278974.1",0.266302531068169,0.0125723372187929,0.313420103257284,0.0072,1," (0.91-1.11)",0.02,0.889,"RP11-756P10.6"
"435","ENSG00000278978.1",1.01803714497372,1.14394804845701e-14,0.502311326777208,-0.13,0.87," (0.66-1.16)",0.87,0.35,"RP11-164P12.5"
"436","ENSG00000279059.1",-0.784668458491134,4.26889588286596e-16,0.50757094043789,0.068,1.1," (0.803-1.43)",0.21,0.643,"RP11-257O5.2"
"437","ENSG00000279088.1",-1.46176991450353,1.70306538814921e-35,0.658593849345116,0.12,1.1," (0.839-1.51)",0.61,0.434,"RP11-574K11.24"
"438","ENSG00000279095.1",0.683005774792858,1.48140350906856e-14,0.72621714222618,0.1,1.1," (0.821-1.49)",0.45,0.503,"AC092066.1"
"439","ENSG00000279117.1",-1.32125179721707,5.63296438212764e-34,0.147993051301384,-0.17,0.84," (0.662-1.07)",1.97,0.161,"CTD-2562J17.6"
"440","ENSG00000279207.1",-0.320786467852609,0.000418541226272552,0.760703501647078,-0.066,0.94," (0.722-1.21)",0.24,0.621,"RP11-159D12.8"
"441","ENSG00000279253.1",-0.971710233786499,1.44095818610999e-20,0.0801404601721646,0.17,1.2," (0.961-1.46)",2.52,0.112,"RP4-614O4.13"
"442","ENSG00000279265.1",-0.237684581046768,0.0185196201213375,0.648693420524343,-0.013,0.99," (0.876-1.11)",0.05,0.832,"AC000123.3"
"443","ENSG00000279332.1",-0.154178833854534,0.187776016857502,0.720004642687932,-0.0069,0.99," (0.909-1.08)",0.02,0.879,"RP11-799B12.1"
"444","ENSG00000279382.1",-0.918214240266266,1.96196111350749e-15,0.793056278265225,0.05,1.1," (0.896-1.23)",0.38,0.538,"RP11-449J21.3"
"445","ENSG00000279427.1",3.94538628641596,1.58679604195816e-44,0.572845327007804,0.024,1," (0.908-1.16)",0.15,0.697,"RP11-132F7.2"
"446","ENSG00000279453.1",-1.41591907643889,5.19307592844286e-37,0.404678631556118,0.12,1.1," (0.889-1.43)",0.99,0.319,"RP3-425C14.4"
"447","ENSG00000279528.1",0.292574302175131,0.00303156241616893,0.205793567484971,-0.045,0.96," (0.727-1.26)",0.11,0.745,"RP11-1148L6.8"
"448","ENSG00000279672.1",-0.577285175049303,7.64541836727279e-07,0.213180392468396,0.19,1.2," (0.998-1.47)",3.75,0.0527,"CMB9-55F22.1"
"449","ENSG00000280088.1",-0.449151641000797,1.25799238269992e-07,0.854663902681155,0.055,1.1," (0.766-1.46)",0.11,0.736,"RP11-135F9.3"
"450","ENSG00000280099.1",-1.95116354273908,3.85851401738793e-44,0.83768241440471,-0.0046,1," (0.801-1.24)",0,0.967,"RP11-33E12.2"
"451","ENSG00000280120.1",-0.613652156610727,5.62695719693171e-11,0.303820826617865,0.0028,1," (0.8-1.26)",0,0.981,"RP11-546D6.3"
"452","ENSG00000280128.1",-0.970481706850773,3.35906420569732e-22,0.0294197604303938,0.17,1.2," (0.933-1.52)",1.97,0.161,"XXbac-BPG283O16.9"
"453","ENSG00000280202.1",1.45726621995148,8.06663521952466e-23,0.506460134770729,-0.023,0.98," (0.845-1.13)",0.1,0.752,"RP5-1180D12.1"
"454","ENSG00000280206.1",0.683537017968031,4.30066717163148e-10,0.622448065883137,0.031,1," (0.747-1.42)",0.03,0.852,"CTB-193M12.5"
"455","ENSG00000280798.1",-1.54304642865724,2.47253901896331e-53,0.456662128490927,0.25,1.3," (0.888-1.87)",1.79,0.181,"LINC00294"
"456","ENSG00000281332.1",-0.354785457792828,0.000116401969403935,0.312157215168372,0.16,1.2," (0.915-1.51)",1.59,0.207,"LINC00997"
"457","ENSG00000281404.1",-1.46023973784728,3.87939290850131e-26,0.869631620642596,0.12,1.1," (0.958-1.32)",2.04,0.153,"LINC01176"
"458","ENSG00000281468.1",0.0617555251529291,0.607411948294323,0.835443101088493,0.079,1.1," (0.955-1.23)",1.53,0.217,"CTC-459F4.9"
"459","ENSG00000281649.1",0.487806623890043,3.48029819461874e-07,0.455711319439006,0.034,1," (0.724-1.48)",0.03,0.853,"EBLN3"
